año,Contrato,Obra,Descripción,Monto Contrato
17,SIOP-F-TFEFM-01-LP-0645/17,"CONSTRUCCIÓN DE PAISAJE URBANO, ANDADOR Y CICLOVÍA EN AV. ALCALDE-16 DE SEPTIEMBRE, SEGUNDA FASE, PRIMERA ETAPA, (B) MUNICIPIO DE GUADALAJARA.","CONSTRUCCIÓN DE PAISAJE URBANO, ANDADOR Y CICLOVÍA EN AV. ALCALDE-16 DE SEPTIEMBRE, SEGUNDA FASE, PRIMERA ETAPA, (B) MUNICIPIO DE GUADALAJARA.","$74,245,498"
17,SIOP-F-EICIS-01-LP-0636/17,"CONSTRUCCIÓN, HABILITACIÓN Y EQUIPAMIENTO DE LOS ESPACIOS PRODUCTIVOS DE LA TORRE C DEL PRIMER COMPLEJO CREATIVO EN CIUDAD CREATIVA DIGITAL EN EL MUNICIPIO DE GUADALAJARA, JALISCO.","CONSTRUCCIÓN, HABILITACIÓN Y EQUIPAMIENTO DE LOS ESPACIOS PRODUCTIVOS DE LA TORRE C DEL PRIMER COMPLEJO CREATIVO EN CIUDAD CREATIVA DIGITAL EN EL MUNICIPIO DE GUADALAJARA, JALISCO.","$100,000,000"
17,SIOP-E-CULTURA-03-AD-0729/17,"ELABORAR EL PROGRAMA DE MANEJO DEL SITIO ARQUEOLÓGICO GUACHIMONTONES ZONA NÚCLEO 2 DENTRO DEL PLAN DE MANEJO, EN EL ÁREA DE INFLUENCIA DE GUACHIMONTONES DE TEUCHITLÁN, JALISCO.","ELABORAR EL PROGRAMA DE MANEJO DEL SITIO ARQUEOLÓGICO GUACHIMONTONES ZONA NÚCLEO 2 DENTRO DEL PLAN DE MANEJO, EN EL ÁREA DE INFLUENCIA DE GUACHIMONTONES DE TEUCHITLÁN, JALISCO.","$357,000"
17,SIOP-E-ADULM-09-AD-0733/17,"ADECUACIÓN DE LA FINCA UBICADA EN LA CALLE SAN ERNESTO NÚMERO 3561, EN LA COLONIA JARDINES DE SAN IGNACIO, EN EL MUNICIPIO DE ZAPOPAN, JALISCO, (INSTITUTO JALISCIENSE DEL ADULTO MAYOR)","ADECUACIÓN DE LA FINCA UBICADA EN LA CALLE SAN ERNESTO NÚMERO 3561, EN LA COLONIA JARDINES DE SAN IGNACIO, EN EL MUNICIPIO DE ZAPOPAN, JALISCO, (INSTITUTO JALISCIENSE DEL ADULTO MAYOR)","$530,000"
17,SIOP-E-FONDEN-02-LP-0590/17,"RECONSTRUCCIÓN DE PUENTE SANTA MÓNICA SOBRE EL CAMINO SANTA MÓNICA - CACOMA KM 50+000, EN EL MUNICIPIO DE AYUTLA, JALISCO.","RECONSTRUCCIÓN DE PUENTE SANTA MÓNICA SOBRE EL CAMINO SANTA MÓNICA - CACOMA KM 50+000, EN EL MUNICIPIO DE AYUTLA, JALISCO.","$6,278,350"
17,SIOP-F-TFEFM-01-LP-0682/17,"CONSTRUCCIÓN DE PAISAJE URBANO, ANDADOR Y CICLOVÍA EN AV. REVOLUCIÓN, PRIMERA ETAPA, MUNICIPIO DE GUADALAJARA.","CONSTRUCCIÓN DE PAISAJE URBANO, ANDADOR Y CICLOVÍA EN AV. REVOLUCIÓN, PRIMERA ETAPA, MUNICIPIO DE GUADALAJARA.","$44,924,806"
17,SIOP-E-IBINDIGENA-04-AD-0771/17,"CONSTRUCCIÓN DE PAVIMENTO ECOLÓGICO EN CAMINO DE ACCESO A LA LOCALIDAD LOMA DE LAS FLORES, MUNICIPIO DE ZAPOTITLÁN DE VADILLO. (INFRAESTRUCTURA BÁSICA INDÍGENA)","CONSTRUCCIÓN DE PAVIMENTO ECOLÓGICO EN CAMINO DE ACCESO A LA LOCALIDAD LOMA DE LAS FLORES, MUNICIPIO DE ZAPOTITLÁN DE VADILLO. (INFRAESTRUCTURA BÁSICA INDÍGENA)","$195,347"
17,SIOP-E-IBINDIGENA-04-AD-0770/17,CONSTRUCCIÓN DE PAVIMENTO ECOLÓGICO EN CRUCERO LAS FLORES A SAN CRISTÓBAL EN EL MUNICIPIO DE ZAPOTITLÁN DE VADILLO (INFRAESTRUCTURA BÁSICA INDÍGENA).,CONSTRUCCIÓN DE PAVIMENTO ECOLÓGICO EN CRUCERO LAS FLORES A SAN CRISTÓBAL EN EL MUNICIPIO DE ZAPOTITLÁN DE VADILLO (INFRAESTRUCTURA BÁSICA INDÍGENA).,"$1,174,785"
17,SIOP-E-SMIP-04-AD-0772/17,"SISTEMA DE CAPTACIÓN, ALMACENAMIENTO Y DISTRIBUCIÓN DE AGUA EN LA LOCALIDAD OJOS DE AGUA, EN EL MUNICIPIO DE JUCHITLÁN, JALISCO","SISTEMA DE CAPTACIÓN, ALMACENAMIENTO Y DISTRIBUCIÓN DE AGUA EN LA LOCALIDAD OJOS DE AGUA, EN EL MUNICIPIO DE JUCHITLÁN, JALISCO","$1,000,000"
17,SIOP-E-SMIP-04-CI-0692/17,"REHABILITACIÓN DE AGUA POTABLE Y ALCANTARILLADO SANITARIO 2A. ETAPA EN CALLES PRINCIPALES DE LA CABECERA MUNICIPAL DE IXTLAHUACÁN DEL RÍO, JALISCO.","REHABILITACIÓN DE AGUA POTABLE Y ALCANTARILLADO SANITARIO 2A. ETAPA EN CALLES PRINCIPALES DE LA CABECERA MUNICIPAL DE IXTLAHUACÁN DEL RÍO, JALISCO.","$1,983,018"
17,SIOP-E-IBINDIGENA-04-CI-0697/17,"CONSTRUCCIÓN DE EMPEDRADO ZAMPEADO CON HUELLA DE RODAMIENTO EN CADENAMIENTO 5+500 AL 6+320 DE CAMINO JARDÍN, EN LA LOCALIDAD SANTA CATARINA, MUNICIPIO DE MEZQUITIC (INFRAESTRUCTURA BÁSICA INDÍGENA)","CONSTRUCCIÓN DE EMPEDRADO ZAMPEADO CON HUELLA DE RODAMIENTO EN CADENAMIENTO 5+500 AL 6+320 DE CAMINO JARDÍN, EN LA LOCALIDAD SANTA CATARINA, MUNICIPIO DE MEZQUITIC (INFRAESTRUCTURA BÁSICA INDÍGENA)","$5,000,000"
17,SIOP-F-TFEFM-01-LP-0684/17,"INFRAESTRUCTURA VIAL, EQUIPAMIENTO URBANO Y RENOVACIÓN DE PAISAJE URBANO EN VIALIDADES DEL CENTRO HISTÓRICO, MUNICIPIO DE GUADALAJARA.","INFRAESTRUCTURA VIAL, EQUIPAMIENTO URBANO Y RENOVACIÓN DE PAISAJE URBANO EN VIALIDADES DEL CENTRO HISTÓRICO, MUNICIPIO DE GUADALAJARA.","$24,699,282"
17,SIOP-E-OSROP-09-AD-0786/17,"SUPERVISIÓN EXTERNA PARA LAS OBRAS DEL PROGRAMA VAMOS JUNTOS 2017 EN LOS MUNICIPIOS: ENCARNACIÓN DE DÍAZ, LAGOS DE MORENO, OJUELOS, SAN DIEGO DE ALEJANDRÍA, SAN JUAN DE LOS LAGOS, TEOCALTICHE, UNIÓN DE SAN ANTONIO Y VILLA HIDALGO, JALISCO.","SUPERVISIÓN EXTERNA PARA LAS OBRAS DEL PROGRAMA VAMOS JUNTOS 2017 EN LOS MUNICIPIOS: ENCARNACIÓN DE DÍAZ, LAGOS DE MORENO, OJUELOS, SAN DIEGO DE ALEJANDRÍA, SAN JUAN DE LOS LAGOS, TEOCALTICHE, UNIÓN DE SAN ANTONIO Y VILLA HIDALGO, JALISCO.","$612,977"
17,SIOP-E-VAMOSAS-09-AD-0707/17,"CONSTRUCCIÓN DE CANCHA DE USOS MÚLTIPLES EN LA PREPARATORIA DE MEXTICACÁN, EN EL MUNICIPIO DE MEXTICACÁN, JALISCO.","CONSTRUCCIÓN DE CANCHA DE USOS MÚLTIPLES EN LA PREPARATORIA DE MEXTICACÁN, EN EL MUNICIPIO DE MEXTICACÁN, JALISCO.","$1,133,334"
17,SIOP-F-CZM-01-LP-0686/17,"SOLUCIÓN VIAL EN AV. 5 DE MAYO Y PERIFÉRICO, SEGUNDA ETAPA, MUNICIPIO DE ZAPOPAN.","SOLUCIÓN VIAL EN AV. 5 DE MAYO Y PERIFÉRICO, SEGUNDA ETAPA, MUNICIPIO DE ZAPOPAN.","$34,248,879"
17,SIOP-E-VAMOSAS-09-CI-0719/17,"PROYECTOS DE INFRAESTRUCTURA DE CALLES, CAMINOS Y CARRETERAS. (REHABILITACIÓN DE CALLES EN LAS DELEGACIONES JOSEFINO ALLENDE, OJO ZARCO Y EN LA LOCALIDAD DEL ROBLE), EN EL MUNICIPIO DE JESÚS MARÍA, JALISCO.","PROYECTOS DE INFRAESTRUCTURA DE CALLES, CAMINOS Y CARRETERAS. (REHABILITACIÓN DE CALLES EN LAS DELEGACIONES JOSEFINO ALLENDE, OJO ZARCO Y EN LA LOCALIDAD DEL ROBLE), EN EL MUNICIPIO DE JESÚS MARÍA, JALISCO.","$3,299,972"
17,SIOP-E-VAMOSAS-09-CI-0709/17,"1RA ETAPA DE CONSTRUCCIÓN DE CAMINO CON CARPETA ASFÁLTICA DEL BIMBALETE (CRUCERO HIGUERILLAS) RUMBO A TERRERO CHICO, EN EL MUNICIPIO DE SAN IGNACIO CERRO GORDO, JALISCO.","1RA ETAPA DE CONSTRUCCIÓN DE CAMINO CON CARPETA ASFÁLTICA DEL BIMBALETE (CRUCERO HIGUERILLAS) RUMBO A TERRERO CHICO, EN EL MUNICIPIO DE SAN IGNACIO CERRO GORDO, JALISCO.","$2,859,985"
17,SIOP-E-OTDSAD-04-CI-0737/17,"PRIMERA ETAPA DE COLECTOR SANITARIO EN LA AV. ENLACE EN LAGOS DE MORENO, JAL.","PRIMERA ETAPA DE COLECTOR SANITARIO EN LA AV. ENLACE EN LAGOS DE MORENO, JAL.","$2,999,999"
17,SIOP-E-VAMOSAS-09-CI-0710/17,"PROYECTOS DE INFRAESTRUCTURA DE CALLES, CAMINOS Y CARRETERAS (REHABILITACIÓN DE LA CARRETERA DEL PALENQUE A LOS DOLORES), EN EL MUNICIPIO DE SAN IGNACIO CERRO GORDO, JALISCO.","PROYECTOS DE INFRAESTRUCTURA DE CALLES, CAMINOS Y CARRETERAS (REHABILITACIÓN DE LA CARRETERA DEL PALENQUE A LOS DOLORES), EN EL MUNICIPIO DE SAN IGNACIO CERRO GORDO, JALISCO.","$3,687,788"
17,SIOP-E-VAMOSAS-09-CI-0712/17,"PROYECTOS DE INFRAESTRUCTURA DE CALLES, CAMINOS Y CARRETERAS (PAVIMENTACIÓN EN CONCRETO HIDRÁULICO, MACHUELOS Y BANQUETAS EN AV. ALDAMA PONIENTE EN CABECERA MUNICIPAL), EN EL MUNICIPIO DE SAN JULIÁN, JALISCO.","PROYECTOS DE INFRAESTRUCTURA DE CALLES, CAMINOS Y CARRETERAS (PAVIMENTACIÓN EN CONCRETO HIDRÁULICO, MACHUELOS Y BANQUETAS EN AV. ALDAMA PONIENTE EN CABECERA MUNICIPAL), EN EL MUNICIPIO DE SAN JULIÁN, JALISCO.","$3,266,676"
17,SIOP-E-VAMOSAS-09-CI-0728/17,"CONSTRUCCIÓN DE ANDADOR PEATONAL DE TEOCALTITÁN DE GUADALUPE AL SANTUARIO SAN PEDRO ESQUEDA, EN EL MUNICIPIO DE JALOSTOTITLÁN, JALISCO.","CONSTRUCCIÓN DE ANDADOR PEATONAL DE TEOCALTITÁN DE GUADALUPE AL SANTUARIO SAN PEDRO ESQUEDA, EN EL MUNICIPIO DE JALOSTOTITLÁN, JALISCO.","$1,989,029"
17,SIOP-F-FORTALECE-04-AD-0758/17,"CONSTRUCCIÓN DE ANDADORES Y CERCO PERIMETRAL EN EL NUEVO PANTEÓN MUNICIPAL EN PIHUAMO, JALISCO.","CONSTRUCCIÓN DE ANDADORES Y CERCO PERIMETRAL EN EL NUEVO PANTEÓN MUNICIPAL EN PIHUAMO, JALISCO.","$1,483,500"
17,SIOP-E-VAMOSAS-09-CI-0708/17,"PROYECTOS DE INFRAESTRUCTURA DE CALLES, CAMINOS Y CARRETERAS (REHABILITACIÓN DE LAS CALLES AZTECAS Y MAYAS EN EL BARRIO DE LA PRESA), EN EL MUNICIPIO DE MEXTICACÁN, JALISCO.","PROYECTOS DE INFRAESTRUCTURA DE CALLES, CAMINOS Y CARRETERAS (REHABILITACIÓN DE LAS CALLES AZTECAS Y MAYAS EN EL BARRIO DE LA PRESA), EN EL MUNICIPIO DE MEXTICACÁN, JALISCO.","$3,333,334"
17,SIOP-E-VAMOSAS-09-CI-0726/17,"PAVIMENTACIÓN Y REHABILITACIÓN DE REDES HIDROSANITARIAS EN CALLE FELIPE ÁNGELES DE LA ESCUELA SECUNDARIA TÉCNICA 101, EN EL MUNICIPIO DE ARANDAS, JALISCO.","PAVIMENTACIÓN Y REHABILITACIÓN DE REDES HIDROSANITARIAS EN CALLE FELIPE ÁNGELES DE LA ESCUELA SECUNDARIA TÉCNICA 101, EN EL MUNICIPIO DE ARANDAS, JALISCO.","$3,333,334"
17,SIOP-E-VAMOSAS-09-CI-0735/17,"REHABILITACIÓN DEL PARQUE RECREATIVO DEL SISTEMA DIF MUNICIPAL, EN EL MUNICIPIO DE MEXTICACÁN, JALISCO.","REHABILITACIÓN DEL PARQUE RECREATIVO DEL SISTEMA DIF MUNICIPAL, EN EL MUNICIPIO DE MEXTICACÁN, JALISCO.","$2,177,790"
17,SIOP-E-VAMOSAS-09-CI-0702/17,"PROYECTOS DE INFRAESTRUCTURA DE CALLES, CAMINOS Y CARRETERAS. (REHABILITACIÓN EN CALLE ÁLVARO OBREGÓN, CALLE RAMÓN CORONA, CALLE 5 DE MAYO Y CALLE MANUEL M. DIÉGUEZ). EN EL MUNICIPIO DE ACATIC, JALISCO.","PROYECTOS DE INFRAESTRUCTURA DE CALLES, CAMINOS Y CARRETERAS. (REHABILITACIÓN EN CALLE ÁLVARO OBREGÓN, CALLE RAMÓN CORONA, CALLE 5 DE MAYO Y CALLE MANUEL M. DIÉGUEZ). EN EL MUNICIPIO DE ACATIC, JALISCO.","$3,332,988"
17,SIOP-E-VAMOSAS-09-CI-0723/17,"1RA ETAPA DE REHABILITACIÓN DE CAMPO DEPORTIVO DE FÚTBOL MUNICIPAL, EN EL MUNICIPIO DE YAHUÁLICA DE GONZÁLEZ GALLO, JALISCO.","1RA ETAPA DE REHABILITACIÓN DE CAMPO DEPORTIVO DE FÚTBOL MUNICIPAL, EN EL MUNICIPIO DE YAHUÁLICA DE GONZÁLEZ GALLO, JALISCO.","$3,332,515"
17,SIOP-E-SMIP-04-CI-0736/17,"CONSTRUCCIÓN DE LÍNEA DE AGUA POTABLE EN LA COLONIA FELIPE ÁNGELES, EN EL MUNICIPIO DE EL SALTO, JALISCO.","CONSTRUCCIÓN DE LÍNEA DE AGUA POTABLE EN LA COLONIA FELIPE ÁNGELES, EN EL MUNICIPIO DE EL SALTO, JALISCO.","$4,976,207"
17,SIOP-E-SMIP-04-CI-0679/17,"INSTALACIÓN DE CALENTADORES SOLARES EN DIVERSAS VIVIENDAS DEL MUNICIPIO DE LAGOS DE MORENO, JALISCO.","INSTALACIÓN DE CALENTADORES SOLARES EN DIVERSAS VIVIENDAS DEL MUNICIPIO DE LAGOS DE MORENO, JALISCO.","$1,959,936"
17,SIOP-F-CZM-01-LP-0687/17,"CONSTRUCCIÓN DE CONEXIÓN TRONCAL DE TRANSPORTE PÚBLICO EN AV. TONALÁ, SEGUNDA ETAPA, MUNICIPIO DE TONALÁ.","CONSTRUCCIÓN DE CONEXIÓN TRONCAL DE TRANSPORTE PÚBLICO EN AV. TONALÁ, SEGUNDA ETAPA, MUNICIPIO DE TONALÁ.","$17,110,257"
17,SIOP-E-OSROP-03-CI-0574/17,"PROYECTO EJECUTIVO DEL PARQUE EL HOYANCO, EN EL MUNICIPIO DE SAN PEDRO TLAQUEPAQUE, JALISCO.","PROYECTO EJECUTIVO DEL PARQUE EL HOYANCO, EN EL MUNICIPIO DE SAN PEDRO TLAQUEPAQUE, JALISCO.","$1,914,706"
17,SIOP-E-I.INDIGENA-04-CI-0746/17,"CONSTRUCCIÓN DE PUENTE VEHÍCULAR SOBRE EL RÍO SAN SEBASTIÁN Y PAVIMENTO CON CONCRETO ESTAMPADO, EN LA LOCALIDAD SAN SEBASTIÁN TEPONAHUASTLÁN EN EL MUNICIPIO DE MEZQUITIC (INFRAESTRUCTURA BÁSICA INDÍGENA)","CONSTRUCCIÓN DE PUENTE VEHÍCULAR SOBRE EL RÍO SAN SEBASTIÁN Y PAVIMENTO CON CONCRETO ESTAMPADO, EN LA LOCALIDAD SAN SEBASTIÁN TEPONAHUASTLÁN EN EL MUNICIPIO DE MEZQUITIC (INFRAESTRUCTURA BÁSICA INDÍGENA)","$5,500,000"
17,SIOP-E-IBINDIGENA-04-AX-0802/17,REHABILITACIÓN DE CAMINO ENTRE LAS LOCALIDADES DE NUEVO PEREMPITZ A PEREMPITZ DEL RÍO EN EL MUNICIPIO DE ZAPOTITLÁN DE VADILLO (INFRAESTRUCTURA BÁSICA INDÍGENA),REHABILITACIÓN DE CAMINO ENTRE LAS LOCALIDADES DE NUEVO PEREMPITZ A PEREMPITZ DEL RÍO EN EL MUNICIPIO DE ZAPOTITLÁN DE VADILLO (INFRAESTRUCTURA BÁSICA INDÍGENA),"$2,157,690"
17,SIOP-E-OSROP-04-AD-0807/17,"TRABAJOS DE SUPERVISIÓN DE OBRAS EN SERVICIOS TÉCNICOS PROFESIONALES TOPOGRÁFICOS, DEL PROGRAMA FONDO DE INFRAESTRUCTURA SOCIAL PARA LAS ENTIDADES (FISE)","TRABAJOS DE SUPERVISIÓN DE OBRAS EN SERVICIOS TÉCNICOS PROFESIONALES TOPOGRÁFICOS, DEL PROGRAMA FONDO DE INFRAESTRUCTURA SOCIAL PARA LAS ENTIDADES (FISE)","$774,000"
17,SIOP-E-SMIP-04-CI-0500/17,"AMPLIACIÓN DEL SISTEMA DE DRENAJE EN LA LOCALIDAD DE AGUA CALIENTE, EN EL MUNICIPIO DE CHIMALTITÁN, JALISCO.","AMPLIACIÓN DEL SISTEMA DE DRENAJE EN LA LOCALIDAD DE AGUA CALIENTE, EN EL MUNICIPIO DE CHIMALTITÁN, JALISCO.","$2,159,045"
17,SIOP-E-VAMOSAS-09-CI-0747/17,"PROYECTOS DE INFRAESTRUCTURA DE CALLES, CAMINOS Y CARRETERAS, EN EL MUNICIPIO DE ARANDAS, JALISCO.","PROYECTOS DE INFRAESTRUCTURA DE CALLES, CAMINOS Y CARRETERAS, EN EL MUNICIPIO DE ARANDAS, JALISCO.","$3,283,990"
17,SIOP-F-CZM-01-CI-0744/17,"REHABILITACIÓN DE INFRAESTRUCTURA VIAL Y CICLOVÍA EN CALLE HIDALGO, PRIMERA ETAPA, EN LA LOCALIDAD DE SAN JOSÉ DEL CASTILLO, MUNICIPIO DE EL SALTO.","REHABILITACIÓN DE INFRAESTRUCTURA VIAL Y CICLOVÍA EN CALLE HIDALGO, PRIMERA ETAPA, EN LA LOCALIDAD DE SAN JOSÉ DEL CASTILLO, MUNICIPIO DE EL SALTO.","$4,842,489"
17,SIOP-E-SMIP-04-CI-0756/17,"REHABILITACIÓN DE RED DE ALCANTARILLADO SANITARIO Y AGUA POTABLE CON RESTITUCIÓN DE SUPERFICIE DE RODAMIENTO EN CALLE MONTE OLIMPO ENTRE LAS CALLES MONTE APALACHES Y MONTE LIBANO, EN LA COL. COLINAS DEL SUR EN EL MUNICIPIO DE AUTLÁN DE NAVARRO.","REHABILITACIÓN DE RED DE ALCANTARILLADO SANITARIO Y AGUA POTABLE CON RESTITUCIÓN DE SUPERFICIE DE RODAMIENTO EN CALLE MONTE OLIMPO ENTRE LAS CALLES MONTE APALACHES Y MONTE LIBANO, EN LA COL. COLINAS DEL SUR EN EL MUNICIPIO DE AUTLÁN DE NAVARRO.","$1,998,307"
17,SIOP-E-SMIP-04-AD-0732/17,"CONSTRUCCIÓN DE PISO FIRME EN VIVIENDAS DEL MUNICIPIO DE SAN JULIÁN, JALISCO.","CONSTRUCCIÓN DE PISO FIRME EN VIVIENDAS DEL MUNICIPIO DE SAN JULIÁN, JALISCO.","$281,295"
17,SIOP-E-VAMOSAS-09-AX-0801/17,"CONSTRUCCIÓN DE SEGUNDA ETAPA DE LA SECTORIZACIÓN DE LA RED DE AGUA POTABLE EN CABECERA MUNICIPAL, EN EL MUNICIPIO DE SAN JULIÁN, JALISCO.","CONSTRUCCIÓN DE SEGUNDA ETAPA DE LA SECTORIZACIÓN DE LA RED DE AGUA POTABLE EN CABECERA MUNICIPAL, EN EL MUNICIPIO DE SAN JULIÁN, JALISCO.","$3,333,334"
17,SIOP-E-SMIP-04-AD-0798/17,"REHABILITACIÓN DE REDES DE AGUA POTABLE Y DRENAJE EN LAS CALLES CLAVEL Y FLOR DEL PARAÍSO EN LA COLONIA LINDA VISTA EN LA CABECERA MUNICIPAL DE TOTOTLÁN, JALISCO.","REHABILITACIÓN DE REDES DE AGUA POTABLE Y DRENAJE EN LAS CALLES CLAVEL Y FLOR DEL PARAÍSO EN LA COLONIA LINDA VISTA EN LA CABECERA MUNICIPAL DE TOTOTLÁN, JALISCO.","$509,119"
17,SIOP-E-SMIP-04-AX-0640/17,"SUSTITUCIÓN DE RED DE DRENAJE Y AGUA POTABLE CON RESTITUCIÓN DE SUPERFICIE DE RODAMIENTO EN CALLES OGAZÓN, FRANCISCO MORA, BAJÍO Y 1 DE MAYO EN EL MUNICIPIO DE HOSTOTIPAQUILLO, JALISCO.","SUSTITUCIÓN DE RED DE DRENAJE Y AGUA POTABLE CON RESTITUCIÓN DE SUPERFICIE DE RODAMIENTO EN CALLES OGAZÓN, FRANCISCO MORA, BAJÍO Y 1 DE MAYO EN EL MUNICIPIO DE HOSTOTIPAQUILLO, JALISCO.","$2,000,000"
17,SIOP-F-CZM-01-CI-0740/17,"REHABILITACIÓN DE INFRAESTRUCTURA VIAL Y EQUIPAMIENTO URBANO EN CALLE HIDALGO, EN LA LOCALIDAD DE ATEQUIZA, MUNICIPIO DE IXTLAHUACÁN DE LOS MEMBRILLOS, JALISCO.","REHABILITACIÓN DE INFRAESTRUCTURA VIAL Y EQUIPAMIENTO URBANO EN CALLE HIDALGO, EN LA LOCALIDAD DE ATEQUIZA, MUNICIPIO DE IXTLAHUACÁN DE LOS MEMBRILLOS, JALISCO.","$4,899,183"
17,SIOP-F-DIF-09-CI-0693/17,"CONSTRUCCIÓN, REMODELACIÓN Y EQUIPAMIENTO DE LA UNIDAD DE TRATAMIENTO RESIDENCIAL EN ZAPOTLÁN EL GRANDE, JALISCO.","CONSTRUCCIÓN, REMODELACIÓN Y EQUIPAMIENTO DE LA UNIDAD DE TRATAMIENTO RESIDENCIAL EN ZAPOTLÁN EL GRANDE, JALISCO.","$1,891,086"
17,SIOP-E-CCPS-02-CI-0768/17,"TRABAJOS COMPLEMENTARIOS DE LA OBRA ""RECONSTRUCCIÓN DEL CAMINO CÓDIGO 702, VILLA GUERRERO - SAN MARTÍN DE BOLAÑOS, DEL KM. 3+200 AL 7+200 EN EL MPIO DE VILLA GUERRERO Y DEL KM 27+400 AL 29+700 EN EL MPIO DE BOLAÑOS, JALISCO. (RESIDENCIA VILLA GUERRERO)""","TRABAJOS COMPLEMENTARIOS DE LA OBRA ""RECONSTRUCCIÓN DEL CAMINO CÓDIGO 702, VILLA GUERRERO - SAN MARTÍN DE BOLAÑOS, DEL KM. 3+200 AL 7+200 EN EL MPIO DE VILLA GUERRERO Y DEL KM 27+400 AL 29+700 EN EL MPIO DE BOLAÑOS, JALISCO. (RESIDENCIA VILLA GUERRERO)""","$2,939,937"
17,SIOP-E-OSROP-03-AD-0394/17,"PROYECTO ARQUITECTÓNICO PARA EL CENTRO INTERACTIVO DE CIENCIA E INNOVACIÓN Y PLANETARIO, EN EL MUNICIPIO DE GUADALAJARA, JALISCO","PROYECTO ARQUITECTÓNICO PARA EL CENTRO INTERACTIVO DE CIENCIA E INNOVACIÓN Y PLANETARIO, EN EL MUNICIPIO DE GUADALAJARA, JALISCO","$1,500,000"
17,SIOP-E-SMIP-04-AX-0652/17,"REHABILITACIÓN DE RED DE DRENAJE Y SUPERFICIE DE RODAMIENTO DE LA CALLE VICENTE SUÁREZ EN LA CABECERA MUNICIPAL DE TIZAPÁN EL ALTO, JALISCO.","REHABILITACIÓN DE RED DE DRENAJE Y SUPERFICIE DE RODAMIENTO DE LA CALLE VICENTE SUÁREZ EN LA CABECERA MUNICIPAL DE TIZAPÁN EL ALTO, JALISCO.","$1,956,867"
17,SIOP-E-CULTURA-01-CI-0765/17,"CONSTRUCCIÓN DE SENDERO DE CONEXIÓN ENTRE EL CENTRO UNIVERSITARIO VALLES Y LAS VIAS VERDES EN LA LOCALIDAD DE SAN ANTONIO MATUTE EN EL MUNICIPIO DE AMECA, JALISCO EN SU 2DA, ETAPA DE 3.8 KM LINEALES","CONSTRUCCIÓN DE SENDERO DE CONEXIÓN ENTRE EL CENTRO UNIVERSITARIO VALLES Y LAS VIAS VERDES EN LA LOCALIDAD DE SAN ANTONIO MATUTE EN EL MUNICIPIO DE AMECA, JALISCO EN SU 2DA, ETAPA DE 3.8 KM LINEALES","$2,899,932"
17,SIOP-E-VAMOSAN-09-AD-0828/17,"CONTINUACIÓN Y REHABILITACIÓN DE PUENTE PEATONAL Y VEHÍCULAR EN LA LOCALIDAD DE COMANJA DE CORONA, EN EL MUNICIPIO DE LAGOS DE MORENO, JALISCO.","CONTINUACIÓN Y REHABILITACIÓN DE PUENTE PEATONAL Y VEHÍCULAR EN LA LOCALIDAD DE COMANJA DE CORONA, EN EL MUNICIPIO DE LAGOS DE MORENO, JALISCO.","$1,500,000"
17,SIOP-E-VAMOSAN-09-AD-0827/17,"CONSTRUCCIÓN DE BARDA PERIMETRAL EN LA ESCUELA JUVENTINO ROSAS, EN LA COLONIA CRISTEROS EN LA CABECERA MUNICIPAL, DEL MUNICIPIO DE LAGOS DE MORENO, JALISCO.","CONSTRUCCIÓN DE BARDA PERIMETRAL EN LA ESCUELA JUVENTINO ROSAS, EN LA COLONIA CRISTEROS EN LA CABECERA MUNICIPAL, DEL MUNICIPIO DE LAGOS DE MORENO, JALISCO.","$402,000"
17,SIOP-MANUEL-AX-614-606/17,"RECONSTRUCCIÓN DE TRAMO CARRETERO TECALITLÁN - JILOTLÁN DE LOS DOLORES, JALISCO. (PRIMERA ETAPA).","RECONSTRUCCIÓN DE TRAMO CARRETERO TECALITLÁN - JILOTLÁN DE LOS DOLORES, JALISCO. (PRIMERA ETAPA).","$5,993,420"
17,SIOP-E-VAMOSAN-09-AD-0835/17,"REHABILITACIÓN DE LA PLANCHA DEL PATIO CÍVICO EN LA ESCUELA IGNACIO ALLENDE EN LA COLONIA ALTA VISTA EN LA CABECERA MUNICIPAL, DEL MUNICIPIO DE ENCARNACIÓN DE DÍAZ, JALISCO.","REHABILITACIÓN DE LA PLANCHA DEL PATIO CÍVICO EN LA ESCUELA IGNACIO ALLENDE EN LA COLONIA ALTA VISTA EN LA CABECERA MUNICIPAL, DEL MUNICIPIO DE ENCARNACIÓN DE DÍAZ, JALISCO.","$500,000"
17,SIOP-E-VAMOSAN-09-AD-0839/17,"CONSTRUCCIÓN DE EMPEDRADO AHOGADO EN CONCRETO DE LA CALLE NIÑOS HÉROES EN LA DELEGACIÓN DE MEZQUITIC, EN EL MUNICIPIO DE SAN JUAN DE LOS LAGOS, JALISCO.","CONSTRUCCIÓN DE EMPEDRADO AHOGADO EN CONCRETO DE LA CALLE NIÑOS HÉROES EN LA DELEGACIÓN DE MEZQUITIC, EN EL MUNICIPIO DE SAN JUAN DE LOS LAGOS, JALISCO.","$900,000"
